day,hour,n
21,20,826
21,19,1311
21,22,504
21,18,1892
21,12,958
21,10,637
21,16,1799
21,13,966
21,8,857
21,23,438
21,14,1061
21,17,1964
21,7,755
21,9,639
21,11,808
21,6,427
21,1,80
21,15,1349
21,21,550
21,0,174
21,5,119
21,3,31
21,2,40
21,4,35
