day,hour,n
12,19,1683
12,22,604
12,20,1144
12,14,1121
12,9,757
12,17,2927
12,16,2279
12,8,1342
12,18,2329
12,12,1119
12,11,862
12,13,1108
12,21,910
12,6,573
12,7,1115
12,10,682
12,15,1466
12,23,303
12,0,139
12,3,18
12,1,65
12,2,33
12,4,29
12,5,156
