day,hour,n
25,21,477
25,8,476
25,16,1203
25,13,520
25,23,118
25,22,244
25,7,454
25,11,347
25,12,519
25,14,588
25,15,750
25,10,261
25,19,793
25,17,1489
25,18,1247
25,2,22
25,9,322
25,20,502
25,5,106
25,4,10
25,3,19
25,0,68
25,6,278
25,1,32
