day,hour,n
18,23,162
18,22,332
18,15,1018
18,7,876
18,13,707
18,18,1553
18,8,1066
18,14,720
18,10,428
18,17,1979
18,16,1525
18,9,557
18,11,556
18,0,63
18,6,418
18,19,1057
18,12,689
18,3,30
18,4,25
18,21,529
18,20,663
18,1,31
18,5,123
18,2,19
