day,hour,n
3,21,162
3,9,520
3,7,603
3,13,574
3,14,549
3,22,138
3,10,307
3,15,555
3,19,441
3,17,1318
3,16,1027
3,11,476
3,8,825
3,18,821
3,12,596
3,20,251
3,23,73
3,6,340
3,5,94
3,0,71
3,1,63
3,4,30
3,2,19
3,3,22
