day,hour,n
24,9,533
24,10,458
24,13,591
24,20,479
24,16,1178
24,17,1485
24,12,651
24,15,831
24,8,918
24,18,1130
24,23,125
24,11,497
24,22,237
24,21,350
24,0,72
24,7,698
24,1,31
24,3,16
24,4,35
24,14,631
24,6,389
24,19,753
24,5,106
24,2,22
