day,hour,n
30,13,597
30,19,335
30,20,226
30,23,115
30,1,225
30,17,355
30,14,574
30,12,597
30,15,308
30,11,630
30,18,393
30,7,199
30,2,150
30,16,230
30,0,315
30,10,565
30,8,308
30,6,106
30,22,150
30,21,242
30,5,62
30,9,548
30,3,91
30,4,46
