day,hour,n
28,15,1209
28,9,621
28,13,843
28,19,1029
28,16,1499
28,21,512
28,18,1396
28,23,348
28,7,720
28,14,904
28,8,769
28,12,833
28,17,1552
28,22,424
28,11,692
28,20,652
28,0,128
28,10,564
28,5,112
28,1,90
28,6,404
28,2,51
28,4,26
28,3,25
